1.3 0.730769 -0.130435 0.0666667 1.02294 0.423438 0.520833 0.534375 0.508333 0.0166667 0.0296296
0.75 1.36842 -0.0816327 -0.0222222 1.09454 0.4375 0.51875 0.557813 0.5125 0.0166667 0.0296296
1.25 1.8 0.0555556 0 1.2878 0.45625 0.539583 0.564063 0.514583 0.0166667 0.0296296
1.88889 1 -0.307692 0.0833333 1.09028 0.4625 0.5125 0.5625 0.50625 0.0166667 0.0296296
1.72222 1.08696 -0.265306 0 1.02252 0.454688 0.51875 0.565625 0.516667 0.0166667 0.0296296
0.516129 1.8 -0.276596 0.0238095 1.11346 0.44375 0.525 0.56875 0.51875 0.0166667 0.0296296
1.89474 1.29412 -0.290909 -0.102564 1.41561 0.4625 0.522917 0.565625 0.525 0.0166667 0.0296296
2.29412 1.8 -0.196429 0 1.3242 0.464062 0.533333 0.56875 0.525 0.0166667 0.0296296
1.24 1.04167 -0.285714 0.122449 1.14553 0.467187 0.525 0.567187 0.514583 0.0166667 0.0296296
0.156863 1.16667 -0.169492 0 1.51254 0.429688 0.522917 0.567187 0.520833 0.0166667 0.0296296
1.36364 1.6875 -0.0769231 0 1.20121 0.4625 0.5375 0.571875 0.529167 0.0166667 0.0296296
1.45 1.38889 -0.265306 0.162791 1.13446 0.45625 0.53125 0.571875 0.51875 0.0166667 0.0296296
1.36364 1.47059 -0.0192308 0.142857 1.23146 0.464062 0.545833 0.570313 0.516667 0.0166667 0.342593
0.903226 1.5625 -0.0677966 -0.0243902 1.43581 0.457813 0.54375 0.56875 0.5375 0.0166667 0.342593
1.2381 0.916667 -0.148936 -0.0869565 1.0205 0.451562 0.541667 0.564063 0.539583 0.0166667 0.342593
1.20833 1.75 -0.169811 -0.0909091 1.20766 0.45625 0.541667 0.564063 0.545833 0.0166667 0.342593
1.38095 1.41176 -0.14 0.0731707 1.21845 0.45625 0.55 0.564063 0.539583 0.0166667 0.342593
1.16667 1.8 -0.179487 -0.0238095 0.924389 0.439063 0.545833 0.564063 0.54375 0.0166667 0.342593
1.28571 1.625 0 -0.0238095 1.14218 0.451562 0.558333 0.5625 0.541667 0.0166667 0.342593
1.52381 1.3 -0.207547 0.0217391 1.16108 0.460938 0.53125 0.564063 0.533333 0.0166667 0.342593
1.4 1.6 -0.104167 -0.025641 1.22541 0.451562 0.54375 0.559375 0.5375 0.0166667 0.342593
1.20833 1.35294 -0.0566038 -0.05 1.32335 0.45 0.545833 0.55625 0.5375 0.0166667 0.342593
1.2381 1.5625 -0.234043 0.097561 1.14023 0.45 0.541667 0.559375 0.53125 0.0166667 0.342593
1.03846 1.5 -0.0377358 -0.025 1.32129 0.453125 0.55 0.560937 0.5375 0.0166667 0.342593
1.04545 1.75 -0.0888889 -0.0454545 1.02298 0.446875 0.545833 0.560937 0.535417 0.0166667 0.656481
0.904762 1.66667 -0.15 0 1 0.4375 0.545833 0.559375 0.539583 0.0166667 0.656481
3.57143 1.31579 -0.15625 0.0227273 0.727085 0.442188 0.55 0.55625 0.5375 0.0166667 0.656481
1.72222 1.33333 -0.102041 -0.0204082 1.00249 0.451562 0.560417 0.557813 0.5375 0.0166667 0.656481
3.3 1.09524 -0.116279 -0.0454545 0.977285 0.451562 0.547917 0.557813 0.54375 0.0166667 0.656481
3 1.31579 -0.115385 0.0454545 1.18348 0.45625 0.558333 0.55625 0.533333 0.0166667 0.656481
2.3125 1.25 -0.207547 0.0444444 1.18801 0.460938 0.5375 0.560937 0.535417 0.0166667 0.656481
2.30769 1.31579 -0.209302 0.0227273 0.981492 0.45 0.55625 0.560937 0.5375 0.0166667 0.656481
2.57143 1.13636 0 -0.0212766 1.0638 0.460938 0.564583 0.560937 0.54375 0.0166667 0.656481
2.0625 1.4 -0.0408163 -0.0208333 1.02146 0.451562 0.558333 0.559375 0.539583 0.0166667 0.656481
2.35714 1.25 -0.255319 0.0444444 1.04796 0.453125 0.552083 0.559375 0.541667 0.0166667 0.656481
2.1875 1.28571 -0.117647 -0.0625 1.06239 0.454688 0.552083 0.554688 0.54375 0.0166667 0.656481
3.11111 1.38095 -0.0540541 0.02 0.739852 0.439063 0.558333 0.55625 0.539583 0.0166667 0.97037
2.15385 1.25 -0.146341 0.0444444 0.913321 0.440625 0.564583 0.55625 0.539583 0.0166667 0.97037
4.375 1.08333 -0.162791 -0.02 0.865566 0.445313 0.55625 0.557813 0.545833 0.0166667 0.97037
0.372549 1.44444 -0.214286 -0.0227273 1.59066 0.4375 0.533333 0.559375 0.547917 0.0166667 0.97037
4.66667 1.44444 -0.137255 -0.0454545 1.16235 0.460938 0.5625 0.560937 0.55 0.0166667 0.97037
2.75 1.38095 -0.133333 -0.06 0.909189 0.448437 0.55625 0.557813 0.55 0.0166667 0.97037
4.15385 1.08333 -0.0597015 0 1.34027 0.465625 0.5625 0.559375 0.55 0.0166667 0.97037
3.07143 1.73333 0.280702 -0.0487805 1.39626 0.451562 0.55 0.560937 0.55625 0.0166667 0.97037
4.375 1.77778 -0.186047 -0.06 0.859545 0.4625 0.572917 0.557813 0.564583 0.0166667 0.97037
2.57143 1.47059 0.06 -0.0238095 1.19428 0.451562 0.602083 0.5625 0.570833 0.0166667 0.97037
2.45455 1.44444 -0.368421 -0.0227273 0.89281 0.440625 0.583333 0.5625 0.577083 0.0166667 0.97037
4.625 1.75 -0.0666667 -0.0681818 1.025 0.45625 0.604167 0.5625 0.575 0.0166667 0.97037
2.27273 1.42105 -0.0277778 -0.0652174 0.783076 0.44375 0.602083 0.564063 0.577083 0.259896 0.97037
1.13793 1.2 -0.177419 -0.0227273 1.40909 0.453125 0.5875 0.564063 0.577083 0.259896 0.97037
0.857143 1.13636 -0.179487 -0.0425532 0.847065 0.432812 0.5875 0.564063 0.575 0.259896 0.97037
1.36364 1.04167 -0.0576923 -0.0204082 1.0612 0.440625 0.591667 0.557813 0.572917 0.259896 0.97037
3.11111 1.19048 -0.135135 -0.0217391 0.811659 0.435937 0.5875 0.55625 0.572917 0.259896 0.97037
3.25 1.26316 -0.0784314 -0.0232558 1.18595 0.448437 0.577083 0.548438 0.5625 0.259896 0.97037
4.66667 1.03704 -0.137255 -0.0181818 0.926074 0.446875 0.575 0.545312 0.564583 0.259896 0.97037
0.382979 1.2 -0.2 -0.0454545 1.47592 0.428125 0.55 0.546875 0.5625 0.259896 0.97037
2.625 1.63158 -0.0344828 -0.06 1.16046 0.453125 0.58125 0.551562 0.566667 0.259896 0.97037
1.02703 1.13636 -0.106667 -0.0212766 1.59553 0.446875 0.564583 0.546875 0.5625 0.259896 0.97037
3.23077 1.27273 -0.0363636 0.04 1.09803 0.451562 0.583333 0.546875 0.564583 0.259896 0.97037
2.25 1.04762 0.0615385 -0.0465116 1.51285 0.453125 0.589583 0.540625 0.5625 0.259896 0.97037
2.46154 1.04762 -0.0888889 -0.0232558 1.05064 0.435937 0.575 0.540625 0.5625 0.259896 0.656481
3.18182 1.18182 -0.0652174 -0.0416667 0.958333 0.4375 0.577083 0.540625 0.5625 0.259896 0.656481
2.46667 1.08696 -0.0769231 -0.0833333 1.0849 0.445313 0.575 0.540625 0.564583 0.259896 0.656481
0.954545 0.888889 -0.139535 -0.0784314 0.848655 0.428125 0.570833 0.54375 0.564583 0.259896 0.656481
2.13333 1.22727 -0.0638298 0.0204082 0.96185 0.434375 0.570833 0.5375 0.558333 0.259896 0.656481
2.21429 1.2 -0.0444444 -0.0227273 1.02273 0.434375 0.575 0.542188 0.560417 0.259896 0.656481
3.5 0.964286 -0.155556 -0.109091 0.818034 0.432812 0.5625 0.534375 0.558333 0.259896 0.656481
2.25 1.22727 -0.0576923 -0.0408163 1.06436 0.445313 0.589583 0.540625 0.575 0.259896 0.656481
2.45455 1.04545 0.0789474 -0.0222222 0.844528 0.4375 0.589583 0.54375 0.570833 0.259896 0.656481
3 1 -0.0357143 -0.0576923 1.07681 0.446875 0.5875 0.540625 0.56875 0.259896 0.656481
3 1.45 -0.05 0 0.816157 0.43125 0.5875 0.542188 0.564583 0.259896 0.656481
2.23077 0.956522 -0.119048 -0.0444444 0.935711 0.428125 0.577083 0.5375 0.566667 0.259896 0.656481
4.125 1.11538 -0.121951 -0.0363636 0.745479 0.43125 0.591667 0.540625 0.560417 0.259896 0.342593
1.27778 1.18182 -0.146341 -0.0625 0.856264 0.426563 0.570833 0.542188 0.560417 0.259896 0.342593
1.88889 1.2 -0.115385 0 1.17783 0.44375 0.575 0.545312 0.564583 0.259896 0.342593
1.27778 0.884615 -0.0487805 0 0.836809 0.426563 0.583333 0.546875 0.564583 0.259896 0.342593
1 1.22727 -0.136364 -0.0204082 0.901662 0.428125 0.575 0.546875 0.5625 0.259896 0.342593
1.35294 1.22727 -0.275 -0.102041 0.818449 0.429688 0.575 0.546875 0.566667 0.259896 0.342593
