-0.0909629 -0.0961
-0.0909682 -0.0981084
-0.0970791 -0.12734
-0.102863 -0.108065
-0.0941957 -0.124868
-0.0933646 -0.126628
-0.111165 -0.0406155
-0.120569 0.0132294
-0.117745 0.00261032
-0.112033 -0.0351492
-0.0983399 -0.064647
-0.11963 0.0309892
-0.0997832 -0.0508971
-0.111599 -0.0261558
-0.131353 0.14359
-0.124263 0.0881936
-0.102466 -0.0217169
-0.139179 0.195533
-0.113069 0.0048973
-0.0993283 -0.0721204
-0.121784 0.0473337
-0.127731 0.0876513
-0.0966757 -0.117935
-0.0974437 -0.115241
-0.0944124 -0.123096
-0.097588 -0.114612
-0.0918646 -0.104892
-0.0914537 -0.10462
-0.0932697 -0.105536
-0.0901492 -0.105734
-0.0889378 -0.0798937
-0.0935972 -0.0688781
-0.112043 0.0435863
-0.0949044 -0.0666812
-0.0915621 -0.0449534
-0.114019 0.129757
-0.107598 0.0976989
-0.104787 0.0479414
-0.0706086 -0.0953888
0.0400745 0.0472759
0.0466996 0.0547256
-0.0587973 0.0140279
-0.0608177 -0.0506727
-0.0620517 -0.0571092
-0.0792175 -0.0327291
-0.0894682 -0.0691938
-0.0516251 -0.0634159
-0.0562987 -0.08662
