0.360938 0.53125 0.395313 0.53125 0.4375 0.520833 0.507813 0.5125 0.539063 0.50625 0.56875 0.5125 0.0166667 0.0296296
0.365625 0.525 0.396875 0.529167 0.4375 0.516667 0.507813 0.510417 0.539063 0.502083 0.56875 0.508333 0.0166667 0.0296296
0.373437 0.522917 0.407813 0.522917 0.407813 0.522917 0.510938 0.508333 0.54375 0.497917 0.573438 0.50625 0.0166667 0.0296296
0.389062 0.53125 0.40625 0.527083 0.429688 0.516667 0.509375 0.510417 0.540625 0.5 0.570313 0.508333 0.0166667 0.0296296
0.364063 0.53125 0.404687 0.533333 0.403125 0.533333 0.509375 0.516667 0.542188 0.504167 0.573438 0.514583 0.0166667 0.0296296
0.390625 0.5375 0.4 0.5375 0.432812 0.525 0.510938 0.516667 0.54375 0.50625 0.573438 0.514583 0.0166667 0.0296296
0.364063 0.533333 0.4 0.5375 0.403125 0.535417 0.509375 0.516667 0.54375 0.50625 0.573438 0.514583 0.0166667 0.0296296
0.359375 0.5375 0.404687 0.535417 0.43125 0.525 0.509375 0.51875 0.54375 0.50625 0.573438 0.514583 0.0166667 0.0296296
0.3625 0.533333 0.403125 0.535417 0.401562 0.5375 0.507813 0.51875 0.540625 0.508333 0.570313 0.514583 0.0166667 0.0296296
0.364063 0.539583 0.39375 0.545833 0.425 0.53125 0.504687 0.525 0.539063 0.5125 0.567187 0.51875 0.0166667 0.0296296
0.353125 0.552083 0.398438 0.552083 0.398438 0.5375 0.50625 0.533333 0.539063 0.522917 0.56875 0.529167 0.0166667 0.0296296
0.351563 0.54375 0.39375 0.55 0.395313 0.547917 0.5 0.533333 0.535937 0.520833 0.564063 0.527083 0.0166667 0.0296296
0.354687 0.547917 0.390625 0.554167 0.420312 0.54375 0.501563 0.535417 0.535937 0.522917 0.564063 0.529167 0.0166667 0.342593
0.35625 0.558333 0.385937 0.566667 0.425 0.545833 0.496875 0.54375 0.532813 0.533333 0.560937 0.539583 0.0166667 0.342593
0.348438 0.58125 0.378125 0.5875 0.423438 0.566667 0.49375 0.564583 0.526563 0.55625 0.554688 0.560417 0.0166667 0.342593
0.3375 0.60625 0.36875 0.608333 0.417187 0.602083 0.482812 0.5875 0.51875 0.577083 0.545312 0.583333 0.0166667 0.342593
0.360938 0.6 0.376563 0.614583 0.423438 0.595833 0.482812 0.583333 0.520312 0.575 0.546875 0.58125 0.0166667 0.342593
0.359375 0.602083 0.376563 0.616667 0.425 0.595833 0.482812 0.5875 0.51875 0.577083 0.546875 0.583333 0.0166667 0.342593
0.339062 0.6 0.36875 0.60625 0.420312 0.595833 0.48125 0.585417 0.517188 0.575 0.54375 0.58125 0.0166667 0.342593
0.354687 0.59375 0.367188 0.608333 0.415625 0.595833 0.478125 0.5875 0.515625 0.577083 0.542188 0.583333 0.0166667 0.342593
0.329688 0.60625 0.365625 0.608333 0.398438 0.595833 0.478125 0.5875 0.515625 0.579167 0.540625 0.583333 0.0166667 0.342593
0.332813 0.60625 0.370312 0.625 0.414063 0.60625 0.475 0.59375 0.5125 0.583333 0.540625 0.589583 0.0166667 0.342593
