-0.062868 0.252062
-0.042455 0.14928
-0.153298 0.300728
-0.191256 0.245101
-0.179743 0.173297
-0.155367 0.375116
-0.16668 0.32021
-0.126374 0.253689
-0.166909 0.3819
-0.141947 0.561317
1.1594 0.683809
1.13796 0.680188
1.09975 0.799339
1.03967 0.793748
0.942415 0.698336
0.949259 0.63842
0.950543 0.848709
0.964412 0.570684
0.99373 0.537297
1.0163 0.449345
0.972565 0.462441
1.00171 0.479321
0.947654 0.622173
0.899271 0.505813
0.834322 0.452514
0.865105 0.3435
0.959175 0.23964
0.946207 0.224331
0.925018 0.205063
0.894578 0.490043
0.91932 0.553099
0.918997 0.520177
0.91475 0.571283
0.904963 0.48413
0.960711 0.697487
0.860472 0.729462
0.948187 0.780805
1.02451 0.686706
0.972323 0.943507
1.0203 0.531217
0.996542 0.78918
0.983951 0.596583
1.03644 0.375126
1.02868 0.330811
0.927005 0.684309
1.03569 0.241709
1.11635 -0.0315925
1.03006 0.152092
