-0.0213447 0.28923
0.00397584 0.178164
-0.0714878 0.277739
-0.105408 0.20269
-0.0817787 0.188771
-0.096619 0.302579
-0.0902281 0.302551
-0.055073 0.218553
-0.0657145 0.276184
-0.0735383 0.534583
1.04467 0.625359
1.01991 0.659154
1.01431 0.738509
0.978446 0.764264
0.941262 0.706843
0.981331 0.552183
0.939602 0.828402
0.956366 0.515032
0.986146 0.445959
1.00186 0.358128
0.964354 0.358017
0.97666 0.377154
0.955002 0.534401
0.882524 0.434776
0.854698 0.426778
0.853935 0.322537
0.919329 0.186058
0.881902 0.206489
0.878153 0.171658
0.928829 0.463043
0.941852 0.489105
0.955337 0.448661
0.930904 0.494735
0.931287 0.414959
0.941271 0.643596
0.87738 0.774003
0.974077 0.730428
1.051 0.550102
0.989081 0.796568
1.04028 0.415999
1.03014 0.654086
1.03634 0.486249
1.05085 0.298653
1.03493 0.264798
1.0049 0.586298
1.031 0.213638
1.00138 -0.0260651
0.98579 0.128269
