-0.291614 -0.308644
-0.287271 -0.308893
-0.294046 -0.326827
-0.328924 -0.304167
-0.286786 -0.328168
-0.269039 -0.325984
-0.349671 -0.256814
-0.356816 -0.218417
-0.354855 -0.251279
-0.343246 -0.249692
-0.300501 -0.26062
-0.347589 -0.196497
-0.303395 -0.232436
-0.329793 -0.20611
-0.352234 -0.126291
-0.346829 -0.172004
-0.302183 -0.204219
-0.360667 -0.155996
-0.335577 -0.212215
-0.31274 -0.277327
-0.355349 -0.220573
-0.355269 -0.176885
-0.275517 -0.312635
-0.273744 -0.305917
-0.255448 -0.319317
-0.288261 -0.310678
-0.281671 -0.318433
-0.275105 -0.318291
-0.279174 -0.316977
-0.274355 -0.320719
-0.28598 -0.294308
-0.311703 -0.296591
-0.34282 -0.252651
-0.317147 -0.297476
-0.296024 -0.270075
-0.357316 -0.232465
-0.353477 -0.237517
-0.343426 -0.256355
-0.215778 -0.327685
-0.220118 -0.320539
-0.138984 -0.308744
-0.274093 -0.243263
-0.253831 -0.287444
-0.296965 -0.303945
-0.309936 -0.275125
-0.300844 -0.280828
-0.285157 -0.330667
-0.193769 -0.328489
