0.0247869 0.422509
0.0481349 0.281136
-0.028196 0.431948
-0.0576913 0.255626
-0.0460209 0.252151
-0.0562252 0.33917
-0.0456661 0.37625
-0.0313204 0.281502
-0.0478386 0.31218
-0.0315414 0.675834
1.0596 0.608055
1.05286 0.608934
1.03221 0.732177
1.00427 0.758273
0.971549 0.713514
0.978883 0.598521
0.969795 0.850633
0.98081 0.506743
0.994814 0.448212
1.00495 0.363399
0.978103 0.361317
0.986923 0.362829
0.95637 0.541312
0.90352 0.393384
0.869018 0.466683
0.893117 0.335409
0.988574 0.202282
0.97207 0.173669
0.969339 0.166851
0.954282 0.481983
0.95666 0.505034
0.964237 0.481173
0.940123 0.493936
0.949994 0.429879
0.96162 0.623897
0.920931 0.761161
0.984246 0.777359
1.03319 0.644419
0.996162 0.824149
1.03953 0.46213
1.01406 0.73133
1.0216 0.606029
1.03967 0.42752
1.03752 0.381808
0.994511 0.667852
1.04153 0.341437
1.06078 0.0106635
1.0448 0.203926
