-0.368837 0.238568
-0.368779 0.232554
-0.37018 0.25658
-0.371607 0.408385
-0.369403 0.216482
-0.369513 0.215919
-0.37232 0.536009
-0.372655 0.604327
-0.372586 0.573451
-0.372378 0.528663
-0.370923 0.381183
-0.372483 0.575949
-0.37068 0.385767
-0.372041 0.515553
-0.372565 0.636755
-0.372586 0.613253
-0.371146 0.440043
-0.372844 0.672396
-0.372141 0.532696
-0.370917 0.386318
-0.372616 0.604834
-0.372776 0.635512
-0.370766 0.313966
-0.371086 0.338548
-0.370197 0.261814
-0.37101 0.337342
-0.36956 0.252241
-0.369477 0.244514
-0.370042 0.277733
-0.369238 0.231745
-0.369299 0.282857
-0.369696 0.310379
-0.371123 0.457873
-0.369868 0.319985
-0.369653 0.339084
-0.370488 0.481189
-0.36994 0.439597
-0.3701 0.420037
-0.362457 0.0430824
-0.131382 -0.16809
-0.139484 -0.153788
-0.351923 0.0916309
-0.352941 0.0175576
-0.349902 0.0077734
-0.363234 0.165163
-0.366891 0.205376
-0.343227 -0.0770888
-0.351284 -0.0651288
