-0.136011 -0.108889
-0.1354 -0.111825
-0.129537 -0.132059
-0.148689 -0.0700952
-0.124086 -0.140927
-0.121878 -0.142889
-0.164022 0.0163797
-0.173332 0.0592922
-0.17057 0.0475103
-0.164313 0.0172474
-0.139496 -0.0342508
-0.167431 0.0687229
-0.140251 -0.0163002
-0.154681 0.0199501
-0.178852 0.121009
-0.174099 0.089419
-0.146727 -0.00201193
-0.186977 0.149875
-0.162369 0.0309066
-0.141134 -0.048549
-0.176016 0.0726267
-0.176958 0.0943735
-0.130556 -0.109332
-0.130775 -0.0976097
-0.121805 -0.127686
-0.133419 -0.0990628
-0.124953 -0.114673
-0.124509 -0.116063
-0.126055 -0.108459
-0.122704 -0.122236
-0.13368 -0.0902837
-0.136919 -0.0710868
-0.161242 0.0328851
-0.14081 -0.0644005
-0.143803 -0.0555211
-0.178062 0.0976357
-0.170277 0.0688974
-0.164044 0.0246436
-0.100524 -0.173805
0.010396 -0.188921
0.0273743 -0.185034
-0.0987659 -0.100309
-0.0955595 -0.144998
-0.0995288 -0.157657
-0.133124 -0.0909873
-0.13065 -0.0936266
-0.0993523 -0.18627
-0.0925893 -0.195303
